system,profile,stage,intended_subsystems,intended_targets,actual_targets,intended_backend,actual_backend,intended_workers,actual_workers,intended_ISA,actual_ISA,expected_utilization_or_pressure,measured_utilization_or_pressure,intended_allocation,achieved_allocation,intended_duration_seconds,sustained_duration_seconds,verification_evidence,warnings_errors,acceptance_result,confidence,rerun_required,reason,artifact
Intel(R) Core(TM) i9-14900,x86_64 Multi-GPU Combined Full Validation,x86_combined_ram_all_gpu_memory,memory+vram,system RAM; GPU memory all,system RAM; GPU 0000:00:02.0; GPU 0000:02:00.0,memory:native; vram:vulkan,memory:memory_native_helper; vram:python_vulkan_compute,,,,,RAM 70% allocation/pressure; sustained GPU progress and verification,"RAM target 31.53 GiB, used median 37.84 GiB, max 37.91 GiB",RAM 70%; VRAM 70%,"RAM backend=memory_native_helper, achieved=31.53 GiB, ratio=None, verify=21351, allocation_verified=, errors=0",600,601.82,"RAM backend=memory_native_helper, achieved=31.53 GiB, ratio=None, verify=21351, allocation_verified=, errors=0; GPU status=None, iterations=, verify=, error=; GPU status=None, iterations=, verify=, error=","VRAM stage is using the suite-native Vulkan stateful-memory/readback backend; Internal GPU workers will ramp from 35% load over approximately 45s; VRAM target for 0000:00:02.0 was capped by safe mode from 32.77GB to 23.48GB; {'timestamp': '2026-08-13T09:48:11.907509-04:00', 'category': 'worker_exit', 'severity': 'error', 'stage': 'x86_64 RAM plus Shared iGPU and Dedicated dGPU Memory', 'source': 'vram', 'message': 'vram worker exited early with code 1', 'details': {'return_code': 1, 'command': ['env', 'DRI_PRIME=pci-0000_02_00_0', 'MESA_VK_DEVICE_SELECT=10de:2b85', '/var/home/empc/Documents/Test Build 0.2.0.b-alpha [x86-64]/.venv/bin/python', 'native/vulkan_compute_worker.py', '--target-vendor', 'NVIDIA', '--target-vendor-id', '0x10de', '--target-device-id', '0x2b85', '--target-device-name', 'NVIDIA GeForce RTX 5090', '--target-card', 'card0', '--target-slot', '0000:02:00.0', '--target-id', '0000:02:00.0', '--physical-gpu-id', '', '--target-gpu-index', '1', '--target-vram-total', '34190917632', '--buffer-bytes', '23933642342', '--system-memory-fixed-commitment-bytes', '1048576', '--ramp-step-seconds', '15.0', '--start-load-fraction', '0.35', '--result-file', 'results/2026-08-13_09-08-02_x86_64 Multi-GPU Combined Full Validation/worker_results/x86_combined_ram_all_gpu_memory_vram_1.json', '--device-class', 'discrete', '--profile-mode', 'steady', '--profile-intensity', 'extreme', '--tuning-step', '0', '--compute-rounds', '7', '--kernel-variant', 'stateful_memory', '--dispatch-repeats', '1'], 'backend': 'python_vulkan_compute', 'target_id': '0000:02:00.0', 'stdout_path': 'results/2026-08-13_09-08-02_x86_64 Multi-GPU Combined Full Validation/worker_logs/x86_combined_ram_all_gpu_memory_vram_2.stdout.log', 'stderr_path': 'results/2026-08-13_09-08-02_x86_64 Multi-GPU Combined Full Validation/worker_logs/x86_combined_ram_all_gpu_memory_vram_2.stderr.log', 'stdout_tail': '', 'stderr_tail': 'Traceback (most recent call last):\n  File ""/var/home/empc/Documents/Test Build 0.2.0.b-alpha [x86-64]/native/vulkan_compute_worker.py"", line 14, in <module>\n    from Modules.lvs_runtime_memory_guard import claim_runtime_allocation_growth, release_runtime_allocation_claim\nModuleNotFoundError: No module named \'Modules\''}}; {'timestamp': '2026-08-13T09:48:11.907666-04:00', 'category': 'worker_exit', 'severity': 'error', 'stage': 'x86_64 RAM plus Shared iGPU and Dedicated dGPU Memory', 'source': 'vram', 'message': 'vram worker exited early with code 1', 'details': {'return_code': 1, 'command': ['env', 'DRI_PRIME=pci-0000_00_02_0', 'MESA_VK_DEVICE_SELECT=8086:a780', '/var/home/empc/Documents/Test Build 0.2.0.b-alpha [x86-64]/.venv/bin/python', 'native/vulkan_compute_worker.py', '--target-vendor', 'Intel', '--target-vendor-id', '0x8086', '--target-device-id', '0xa780', '--target-device-name', 'Intel(R) Graphics (RPL-S)', '--target-card', 'card1', '--target-slot', '0000:00:02.0', '--target-id', '0000:00:02.0', '--physical-gpu-id', '', '--target-gpu-index', '0', '--target-vram-total', '0', '--buffer-bytes', '25367769683', '--system-memory-fixed-commitment-bytes', '1048576', '--ramp-step-seconds', '15.0', '--start-load-fraction', '0.35', '--result-file', 'results/2026-08-13_09-08-02_x86_64 Multi-GPU Combined Full Validation/worker_results/x86_combined_ram_all_gpu_memory_vram_2.json', '--device-class', 'integrated', '--profile-mode', 'steady', '--profile-intensity', 'extreme', '--tuning-step', '0', '--compute-rounds', '5', '--kernel-variant', 'stateful_memory', '--dispatch-repeats', '1'], 'backend': 'python_vulkan_compute', 'target_id': '0000:00:02.0', 'stdout_path': 'results/2026-08-13_09-08-02_x86_64 Multi-GPU Combined Full Validation/worker_logs/x86_combined_ram_all_gpu_memory_vram_3.stdout.log', 'stderr_path': 'results/2026-08-13_09-08-02_x86_64 Multi-GPU Combined Full Validation/worker_logs/x86_combined_ram_all_gpu_memory_vram_3.stderr.log', 'stdout_tail': '', 'stderr_tail': 'Traceback (most recent call last):\n  File ""/var/home/empc/Documents/Test Build 0.2.0.b-alpha [x86-64]/native/vulkan_compute_worker.py"", line 14, in <module>\n    from Modules.lvs_runtime_memory_guard import claim_runtime_allocation_growth, release_runtime_allocation_claim\nModuleNotFoundError: No module named \'Modules\''}}","PARTIALLY EXECUTED, NOT VALIDATED",high,yes,"CPU/RAM participant ran, but required Vulkan participant failed at startup; intended concurrency was absent.",results/2026-08-13_09-08-02_x86_64 Multi-GPU Combined Full Validation
Intel(R) Core(TM) i9-14900,x86_64 Multi-GPU Combined Full Validation,x86_combined_ram_dgpu,memory+vram,system RAM; GPU memory discrete_all,system RAM; GPU 0000:02:00.0,memory:native; vram:vulkan,memory:memory_native_helper; vram:python_vulkan_compute,,,,,RAM 80% allocation/pressure; sustained GPU progress and verification,"RAM target 49.93 GiB, used median 56.26 GiB, max 56.28 GiB",RAM 80%; VRAM 90%,"RAM backend=memory_native_helper, achieved=49.93 GiB, ratio=None, verify=13462, allocation_verified=, errors=0",600,601.99,"RAM backend=memory_native_helper, achieved=49.93 GiB, ratio=None, verify=13462, allocation_verified=, errors=0; GPU status=None, iterations=, verify=, error=","VRAM stage is using the suite-native Vulkan stateful-memory/readback backend; Internal GPU workers will ramp from 35% load over approximately 45s; {'timestamp': '2026-08-13T09:28:09.338757-04:00', 'category': 'worker_exit', 'severity': 'error', 'stage': 'x86_64 Native RAM plus Dedicated dGPU Vulkan VRAM', 'source': 'vram', 'message': 'vram worker exited early with code 1', 'details': {'return_code': 1, 'command': ['env', 'DRI_PRIME=pci-0000_02_00_0', 'MESA_VK_DEVICE_SELECT=10de:2b85', '/var/home/empc/Documents/Test Build 0.2.0.b-alpha [x86-64]/.venv/bin/python', 'native/vulkan_compute_worker.py', '--target-vendor', 'NVIDIA', '--target-vendor-id', '0x10de', '--target-device-id', '0x2b85', '--target-device-name', 'NVIDIA GeForce RTX 5090', '--target-card', 'card0', '--target-slot', '0000:02:00.0', '--target-id', '0000:02:00.0', '--physical-gpu-id', '', '--target-gpu-index', '1', '--target-vram-total', '34190917632', '--buffer-bytes', '30771825868', '--system-memory-fixed-commitment-bytes', '1048576', '--ramp-step-seconds', '15.0', '--start-load-fraction', '0.35', '--result-file', 'results/2026-08-13_09-08-02_x86_64 Multi-GPU Combined Full Validation/worker_results/x86_combined_ram_dgpu_vram_1.json', '--device-class', 'discrete', '--profile-mode', 'steady', '--profile-intensity', 'extreme', '--tuning-step', '0', '--compute-rounds', '7', '--kernel-variant', 'stateful_memory', '--dispatch-repeats', '1'], 'backend': 'python_vulkan_compute', 'target_id': '0000:02:00.0', 'stdout_path': 'results/2026-08-13_09-08-02_x86_64 Multi-GPU Combined Full Validation/worker_logs/x86_combined_ram_dgpu_vram_2.stdout.log', 'stderr_path': 'results/2026-08-13_09-08-02_x86_64 Multi-GPU Combined Full Validation/worker_logs/x86_combined_ram_dgpu_vram_2.stderr.log', 'stdout_tail': '', 'stderr_tail': 'Traceback (most recent call last):\n  File ""/var/home/empc/Documents/Test Build 0.2.0.b-alpha [x86-64]/native/vulkan_compute_worker.py"", line 14, in <module>\n    from Modules.lvs_runtime_memory_guard import claim_runtime_allocation_growth, release_runtime_allocation_claim\nModuleNotFoundError: No module named \'Modules\''}}","PARTIALLY EXECUTED, NOT VALIDATED",high,yes,"CPU/RAM participant ran, but required Vulkan participant failed at startup; intended concurrency was absent.",results/2026-08-13_09-08-02_x86_64 Multi-GPU Combined Full Validation
Intel(R) Core(TM) i9-14900,x86_64 Multi-GPU Combined Full Validation,x86_combined_ram_igpu,memory+gpu_3d,system RAM; GPU integrated_all,system RAM; GPU 0000:00:02.0,memory:native; gpu_3d:vulkan_compute,memory:memory_native_helper; gpu_3d:python_vulkan_compute,,,,,RAM 70% allocation/pressure; sustained GPU progress and verification,"RAM target 31.47 GiB, used median 37.78 GiB, max 37.85 GiB",RAM 70%; GPU3D 70%,"RAM backend=memory_native_helper, achieved=31.47 GiB, ratio=None, verify=21368, allocation_verified=, errors=0",600,601.46,"RAM backend=memory_native_helper, achieved=31.47 GiB, ratio=None, verify=21368, allocation_verified=, errors=0; GPU status=None, iterations=, verify=, error=","3D stage is using the suite-native Vulkan compute/readback backend; 3D Vulkan compute variant 'stateful_memory' selected; 3D Vulkan compute variant 'stateful_memory' is experimental; hash remains the validated production path; 3D Vulkan stateful-memory allocation target is explicitly set to 70% with capacity-based safety reserves; 3D intensity 'extreme' is shaping suite-native GPU load scaling for this stage; 3D backend 'python_vulkan_compute' is curated as Vulkan / parametric / compute_readback / purpose=suite_native_gpu_stress; Internal GPU workers will ramp from 35% load over approximately 45s; {'timestamp': '2026-08-13T09:18:07.855008-04:00', 'category': 'worker_exit', 'severity': 'error', 'stage': 'x86_64 Native RAM plus Shared iGPU Stateful Memory', 'source': 'gpu_3d', 'message': 'gpu_3d worker exited early with code 1', 'details': {'return_code': 1, 'command': ['env', 'DRI_PRIME=pci-0000_00_02_0', 'MESA_VK_DEVICE_SELECT=8086:a780', '/var/home/empc/Documents/Test Build 0.2.0.b-alpha [x86-64]/.venv/bin/python', 'native/vulkan_compute_worker.py', '--target-vendor', 'Intel', '--target-vendor-id', '0x8086', '--target-device-id', '0xa780', '--target-device-name', 'Intel(R) Graphics (RPL-S)', '--target-card', 'card1', '--target-slot', '0000:00:02.0', '--target-id', '0000:00:02.0', '--physical-gpu-id', '', '--target-gpu-index', '0', '--target-vram-total', '0', '--buffer-bytes', '25314746479', '--system-memory-fixed-commitment-bytes', '1048576', '--ramp-step-seconds', '15.0', '--start-load-fraction', '0.35', '--result-file', 'results/2026-08-13_09-08-02_x86_64 Multi-GPU Combined Full Validation/worker_results/x86_combined_ram_igpu_gpu_3d_1.json', '--device-class', 'integrated', '--profile-mode', 'steady', '--profile-intensity', 'extreme', '--tuning-step', '0', '--compute-rounds', '5', '--kernel-variant', 'stateful_memory', '--dispatch-repeats', '1'], 'backend': 'python_vulkan_compute', 'target_id': '0000:00:02.0', 'stdout_path': 'results/2026-08-13_09-08-02_x86_64 Multi-GPU Combined Full Validation/worker_logs/x86_combined_ram_igpu_gpu_3d_2.stdout.log', 'stderr_path': 'results/2026-08-13_09-08-02_x86_64 Multi-GPU Combined Full Validation/worker_logs/x86_combined_ram_igpu_gpu_3d_2.stderr.log', 'stdout_tail': '', 'stderr_tail': 'Traceback (most recent call last):\n  File ""/var/home/empc/Documents/Test Build 0.2.0.b-alpha [x86-64]/native/vulkan_compute_worker.py"", line 14, in <module>\n    from Modules.lvs_runtime_memory_guard import claim_runtime_allocation_growth, release_runtime_allocation_claim\nModuleNotFoundError: No module named \'Modules\''}}","PARTIALLY EXECUTED, NOT VALIDATED",high,yes,"CPU/RAM participant ran, but required Vulkan participant failed at startup; intended concurrency was absent.",results/2026-08-13_09-08-02_x86_64 Multi-GPU Combined Full Validation
Intel(R) Core(TM) i9-14900,x86_64 NVIDIA dGPU Full Validation,nvidia_dgpu_vulkan_compute,gpu_3d,GPU discrete_all,GPU 0000:02:00.0,gpu_3d:vulkan_compute,gpu_3d:python_vulkan_compute,,,,,sustained GPU progress and verification,,,,600,601.01,"GPU status=None, iterations=, verify=, error=","3D stage is using the suite-native Vulkan compute/readback backend; 3D Vulkan compute variant 'stress_hash' selected; 3D Vulkan compute variant 'stress_hash' is experimental; hash remains the validated production path; 3D intensity 'extreme' is shaping suite-native GPU load scaling for this stage; 3D backend 'python_vulkan_compute' is curated as Vulkan / parametric / compute_readback / purpose=suite_native_gpu_stress; Internal GPU workers will ramp from 35% load over approximately 45s; {'timestamp': '2026-08-12T15:26:30.741007-04:00', 'category': 'worker_exit', 'severity': 'error', 'stage': 'NVIDIA dGPU Vulkan Compute and Readback Sustained', 'source': 'gpu_3d', 'message': 'gpu_3d worker exited early with code 1', 'details': {'return_code': 1, 'command': ['env', 'DRI_PRIME=pci-0000_02_00_0', 'MESA_VK_DEVICE_SELECT=10de:2b85', '/var/home/empc/Documents/Test Build 0.2.0.b-alpha [x86-64]/.venv/bin/python', 'native/vulkan_compute_worker.py', '--target-vendor', 'NVIDIA', '--target-vendor-id', '0x10de', '--target-device-id', '0x2b85', '--target-device-name', 'NVIDIA GeForce RTX 5090', '--target-card', 'card0', '--target-slot', '0000:02:00.0', '--target-id', '0000:02:00.0', '--physical-gpu-id', '', '--target-gpu-index', '1', '--target-vram-total', '34190917632', '--buffer-bytes', '1073741824', '--system-memory-fixed-commitment-bytes', '1048576', '--ramp-step-seconds', '15.0', '--start-load-fraction', '0.35', '--result-file', 'results/2026-08-12_15-26-29_x86_64 NVIDIA dGPU Full Validation/worker_results/nvidia_dgpu_vulkan_compute_gpu_3d_1.json', '--device-class', 'discrete', '--profile-mode', 'steady', '--profile-intensity', 'extreme', '--tuning-step', '0', '--compute-rounds', '160', '--kernel-variant', 'stress_hash', '--dispatch-repeats', '6'], 'backend': 'python_vulkan_compute', 'target_id': '0000:02:00.0', 'stdout_path': 'results/2026-08-12_15-26-29_x86_64 NVIDIA dGPU Full Validation/worker_logs/nvidia_dgpu_vulkan_compute_gpu_3d_1.stdout.log', 'stderr_path': 'results/2026-08-12_15-26-29_x86_64 NVIDIA dGPU Full Validation/worker_logs/nvidia_dgpu_vulkan_compute_gpu_3d_1.stderr.log', 'stdout_tail': '', 'stderr_tail': 'Traceback (most recent call last):\n  File ""/var/home/empc/Documents/Test Build 0.2.0.b-alpha [x86-64]/native/vulkan_compute_worker.py"", line 14, in <module>\n    from Modules.lvs_runtime_memory_guard import claim_runtime_allocation_growth, release_runtime_allocation_claim\nModuleNotFoundError: No module named \'Modules\''}}",FAILED,high,yes,Vulkan worker exited at startup on Modules.lvs_runtime_memory_guard import failure; no workload progress/verification.,results/2026-08-12_15-26-29_x86_64 NVIDIA dGPU Full Validation
Intel(R) Core(TM) i9-14900,x86_64 NVIDIA dGPU Full Validation,nvidia_dgpu_vulkan_stateful,gpu_3d,GPU discrete_all,GPU 0000:02:00.0,gpu_3d:vulkan_compute,gpu_3d:python_vulkan_compute,,,,,sustained GPU progress and verification,,GPU3D 90%,,600,600.29,"GPU status=None, iterations=, verify=, error=","3D stage is using the suite-native Vulkan compute/readback backend; 3D Vulkan compute variant 'stateful_memory' selected; 3D Vulkan compute variant 'stateful_memory' is experimental; hash remains the validated production path; 3D Vulkan stateful-memory allocation target is explicitly set to 90% with capacity-based safety reserves; 3D intensity 'extreme' is shaping suite-native GPU load scaling for this stage; 3D backend 'python_vulkan_compute' is curated as Vulkan / parametric / compute_readback / purpose=suite_native_gpu_stress; Internal GPU workers will ramp from 35% load over approximately 45s; {'timestamp': '2026-08-12T15:46:32.089009-04:00', 'category': 'worker_exit', 'severity': 'error', 'stage': 'NVIDIA dGPU Vulkan Stateful Dedicated Memory Sustained', 'source': 'gpu_3d', 'message': 'gpu_3d worker exited early with code 1', 'details': {'return_code': 1, 'command': ['env', 'DRI_PRIME=pci-0000_02_00_0', 'MESA_VK_DEVICE_SELECT=10de:2b85', '/var/home/empc/Documents/Test Build 0.2.0.b-alpha [x86-64]/.venv/bin/python', 'native/vulkan_compute_worker.py', '--target-vendor', 'NVIDIA', '--target-vendor-id', '0x10de', '--target-device-id', '0x2b85', '--target-device-name', 'NVIDIA GeForce RTX 5090', '--target-card', 'card0', '--target-slot', '0000:02:00.0', '--target-id', '0000:02:00.0', '--physical-gpu-id', '', '--target-gpu-index', '1', '--target-vram-total', '34190917632', '--buffer-bytes', '30771822592', '--system-memory-fixed-commitment-bytes', '1048576', '--ramp-step-seconds', '15.0', '--start-load-fraction', '0.35', '--result-file', 'results/2026-08-12_15-26-29_x86_64 NVIDIA dGPU Full Validation/worker_results/nvidia_dgpu_vulkan_stateful_gpu_3d_1.json', '--device-class', 'discrete', '--profile-mode', 'steady', '--profile-intensity', 'extreme', '--tuning-step', '0', '--compute-rounds', '7', '--kernel-variant', 'stateful_memory', '--dispatch-repeats', '1'], 'backend': 'python_vulkan_compute', 'target_id': '0000:02:00.0', 'stdout_path': 'results/2026-08-12_15-26-29_x86_64 NVIDIA dGPU Full Validation/worker_logs/nvidia_dgpu_vulkan_stateful_gpu_3d_1.stdout.log', 'stderr_path': 'results/2026-08-12_15-26-29_x86_64 NVIDIA dGPU Full Validation/worker_logs/nvidia_dgpu_vulkan_stateful_gpu_3d_1.stderr.log', 'stdout_tail': '', 'stderr_tail': 'Traceback (most recent call last):\n  File ""/var/home/empc/Documents/Test Build 0.2.0.b-alpha [x86-64]/native/vulkan_compute_worker.py"", line 14, in <module>\n    from Modules.lvs_runtime_memory_guard import claim_runtime_allocation_growth, release_runtime_allocation_claim\nModuleNotFoundError: No module named \'Modules\''}}",FAILED,high,yes,Vulkan worker exited at startup on Modules.lvs_runtime_memory_guard import failure; no workload progress/verification.,results/2026-08-12_15-26-29_x86_64 NVIDIA dGPU Full Validation
Intel(R) Core(TM) i9-14900,x86_64 NVIDIA dGPU Full Validation,nvidia_dgpu_vulkan_transfer,gpu_3d,GPU discrete_all,GPU 0000:02:00.0,gpu_3d:vulkan,gpu_3d:python_vulkan_transfer,,,,,sustained GPU progress and verification,,,,600,600.18,"GPU status=None, iterations=, verify=, error=","3D stage is using the suite-native Vulkan transfer/readback backend; Vulkan transfer/readback validates Vulkan routing and memory movement; it is not yet a shader or ray-tracing saturation workload; 3D intensity 'extreme' is shaping suite-native GPU load scaling for this stage; 3D backend 'python_vulkan_transfer' is curated as Vulkan / parametric / transfer_readback / purpose=transfer_diagnostic; Internal GPU workers will ramp from 35% load over approximately 45s; {'timestamp': '2026-08-12T15:36:31.816819-04:00', 'category': 'worker_exit', 'severity': 'error', 'stage': 'NVIDIA dGPU Vulkan Transfer and Readback Sustained', 'source': 'gpu_3d', 'message': 'gpu_3d worker exited early with code 1', 'details': {'return_code': 1, 'command': ['env', 'DRI_PRIME=pci-0000_02_00_0', 'MESA_VK_DEVICE_SELECT=10de:2b85', '/var/home/empc/Documents/Test Build 0.2.0.b-alpha [x86-64]/.venv/bin/python', 'native/vulkan_transfer_worker.py', '--target-vendor', 'NVIDIA', '--target-vendor-id', '0x10de', '--target-device-id', '0x2b85', '--target-device-name', 'NVIDIA GeForce RTX 5090', '--target-card', 'card0', '--target-slot', '0000:02:00.0', '--target-id', '0000:02:00.0', '--physical-gpu-id', '', '--target-gpu-index', '1', '--target-vram-total', '34190917632', '--buffer-bytes', '402653184', '--ramp-step-seconds', '15.0', '--start-load-fraction', '0.35', '--result-file', 'results/2026-08-12_15-26-29_x86_64 NVIDIA dGPU Full Validation/worker_results/nvidia_dgpu_vulkan_transfer_gpu_3d_1.json', '--device-class', 'discrete', '--profile-mode', 'steady', '--profile-intensity', 'extreme', '--tuning-step', '0'], 'backend': 'python_vulkan_transfer', 'target_id': '0000:02:00.0', 'stdout_path': 'results/2026-08-12_15-26-29_x86_64 NVIDIA dGPU Full Validation/worker_logs/nvidia_dgpu_vulkan_transfer_gpu_3d_1.stdout.log', 'stderr_path': 'results/2026-08-12_15-26-29_x86_64 NVIDIA dGPU Full Validation/worker_logs/nvidia_dgpu_vulkan_transfer_gpu_3d_1.stderr.log', 'stdout_tail': '', 'stderr_tail': 'Traceback (most recent call last):\n  File ""/var/home/empc/Documents/Test Build 0.2.0.b-alpha [x86-64]/native/vulkan_transfer_worker.py"", line 15, in <module>\n    from Modules.lvs_runtime_memory_guard import claim_runtime_allocation_growth, release_runtime_allocation_claim\nModuleNotFoundError: No module named \'Modules\''}}; {'timestamp': '2026-08-12T15:46:31.684531-04:00', 'category': 'gpu_backend_effectiveness', 'severity': 'info', 'stage': 'NVIDIA dGPU Vulkan Transfer and Readback Sustained', 'source': 'gpu_1_busy_percent', 'message': 'target GPU 0000:02:00.0 used diagnostic backend(s) python_vulkan_transfer; treat this as API routing/transfer validation, not a saturation result', 'details': {'gpu_index': 1, 'target_id': '0000:02:00.0', 'workloads': ['gpu_3d'], 'backends': ['python_vulkan_transfer'], 'load_classes': ['diagnostic'], 'metric': 'gpu_1_busy_percent', 'max_busy_percent': None, 'avg_busy_percent': None, 'max_power_w': None, 'avg_power_w': None, 'max_memory_busy_percent': None, 'avg_memory_busy_percent': None, 'backend_preference_3d': 'vulkan', 'backend_resolved_3d': 'python_vulkan_transfer', 'device_class': '', 'diagnostic_backend': True, 'saturation_result': False}}",FAILED,high,yes,Vulkan worker exited at startup on Modules.lvs_runtime_memory_guard import failure; no workload progress/verification.,results/2026-08-12_15-26-29_x86_64 NVIDIA dGPU Full Validation
Qualcomm Oryon,ARM64 CPU Full Validation,arm64_cpu_native_neon,cpu,"CPU [0, 1, 2, 3, 4, 5, 6, 7]","CPU [0, 1, 2, 3, 4, 5, 6, 7]",cpu:native,cpu:cpu_native_helper,8,8,neon,neon,target-CPU saturation,"CPU median 100.0%, p10 100.0%, lowest logical median 100.0%",,,600,600.03,"CPU verify=3214149, canary=3214149, errors=0","CPU stage is using the native helper backend (neon, kernel neon)",VALIDATED,high,no,"Correct target/backend, sustained duration/load or pressure, durable progress/integrity evidence, truthful verdict.",results/2026-08-11_16-43-39_ARM64 CPU Full Validation
Qualcomm Oryon,ARM64 CPU Full Validation,arm64_cpu_native_scalar,cpu,"CPU [0, 1, 2, 3, 4, 5, 6, 7]","CPU [0, 1, 2, 3, 4, 5, 6, 7]",cpu:native,cpu:cpu_native_helper,8,8,scalar,scalar,target-CPU saturation,"CPU median 100.0%, p10 100.0%, lowest logical median 100.0%",,,600,600.06,"CPU verify=752779, canary=752779, errors=0","CPU stage is using the native helper backend (scalar, kernel scalar)",VALIDATED,high,no,"Correct target/backend, sustained duration/load or pressure, durable progress/integrity evidence, truthful verdict.",results/2026-08-11_16-43-39_ARM64 CPU Full Validation
Qualcomm Oryon,ARM64 CPU Full Validation,arm64_cpu_python,cpu,"CPU [0, 1, 2, 3, 4, 5, 6, 7]","CPU [0, 1, 2, 3, 4, 5, 6, 7]",cpu:python_fallback,cpu:python_fallback,8,8,auto,,target-CPU saturation,"CPU median 100.0%, p10 100.0%, lowest logical median 100.0%",,,600,600.89,"CPU verify=, canary=, errors=0",CPU stage is using Python fallback; load strength is approximate,UNPROVEN DUE TO INSUFFICIENT EVIDENCE,high,yes,"All workers were pinned, saturated their targets, and made PBKDF2 progress, but the saved worker did not verify computed results.",results/2026-08-11_16-43-39_ARM64 CPU Full Validation
Qualcomm Oryon,ARM64 CPU Full Validation,arm64_cpu_stress_ng,cpu,"CPU [0, 1, 2, 3, 4, 5, 6, 7]","CPU [0, 1, 2, 3, 4, 5, 6, 7]",cpu:stress_ng,cpu:stress_ng,8,None,auto,,target-CPU saturation,"CPU median 100.0%, p10 100.0%, lowest logical median 100.0%",,,600,600.43,"CPU verify=, canary=, errors=0",CPU stage is using stress-ng,UNPROVEN DUE TO INSUFFICIENT EVIDENCE,high,yes,"All intended CPUs were saturated and bogo progress was positive, but the command did not enable stress-ng verification.",results/2026-08-11_16-43-39_ARM64 CPU Full Validation
Qualcomm Oryon,ARM64 CPU Targeting Functional,arm64_target_native_auto,cpu,"CPU [0, 1, 2, 3, 4, 5, 6, 7]","CPU [0, 1, 2, 3, 4, 5, 6, 7]",cpu:native,cpu:cpu_native_helper,8,8,auto,neon,target-CPU saturation,"CPU median 100.0%, p10 100.0%, lowest logical median 100.0%",,,90,90.53,"CPU verify=484617, canary=484617, errors=0","CPU stage is using the native helper backend (auto, kernel neon); CPU package power telemetry is unavailable; auto mode will use the highest supported kernel instead of power-based tuning",VALIDATED,high,no,"Correct target/backend, sustained duration/load or pressure, durable progress/integrity evidence, truthful verdict.",results/2026-08-11_16-37-58_ARM64 CPU Targeting Functional
Qualcomm Oryon,ARM64 CPU Targeting Functional,arm64_target_python,cpu,"CPU [0, 1, 2, 3, 4, 5, 6, 7]","CPU [0, 1, 2, 3, 4, 5, 6, 7]",cpu:python_fallback,cpu:python_fallback,8,8,auto,,target-CPU saturation,"CPU median 100.0%, p10 100.0%, lowest logical median 100.0%",,,90,90.77,"CPU verify=, canary=, errors=0",CPU stage is using Python fallback; load strength is approximate,UNPROVEN DUE TO INSUFFICIENT EVIDENCE,high,yes,"All workers were pinned, saturated their targets, and made PBKDF2 progress, but the saved worker did not verify computed results.",results/2026-08-11_16-37-58_ARM64 CPU Targeting Functional
Qualcomm Oryon,ARM64 CPU Targeting Functional,arm64_target_stress_ng,cpu,"CPU [0, 1, 2, 3, 4, 5, 6, 7]","CPU [0, 1, 2, 3, 4, 5, 6, 7]",cpu:stress_ng,cpu:stress_ng,8,None,auto,,target-CPU saturation,"CPU median 100.0%, p10 100.0%, lowest logical median 100.0%",,,90,90.63,"CPU verify=, canary=, errors=0",CPU stage is using stress-ng,UNPROVEN DUE TO INSUFFICIENT EVIDENCE,high,yes,"All intended CPUs were saturated and bogo progress was positive, but the command did not enable stress-ng verification.",results/2026-08-11_16-37-58_ARM64 CPU Targeting Functional
Qualcomm Oryon,ARM64 Combined Full Validation,arm64_combined_cpu_ram,cpu+memory,"CPU [0, 1, 2, 3, 4, 5, 6, 7]; system RAM","CPU [0, 1, 2, 3, 4, 5, 6, 7]; system RAM",cpu:native; memory:native,cpu:cpu_native_helper; memory:memory_native_helper,8,8,auto,neon,target-CPU saturation; RAM 80% allocation/pressure,"CPU median 100.0%, p10 100.0%, lowest logical median 100.0%; RAM target 10.49 GiB, used median 13.63 GiB, max 13.66 GiB",RAM 80%,"RAM backend=memory_native_helper, achieved=10.49 GiB, ratio=None, verify=6262, allocation_verified=, errors=0",600,601.58,"CPU verify=1607987, canary=1607987, errors=0; RAM backend=memory_native_helper, achieved=10.49 GiB, ratio=None, verify=6262, allocation_verified=, errors=0","CPU stage is using the native helper backend (auto, kernel neon); CPU package power telemetry is unavailable; auto mode will use the highest supported kernel instead of power-based tuning",VALIDATED,high,no,"Correct target/backend, sustained duration/load or pressure, durable progress/integrity evidence, truthful verdict.",results/2026-08-12_12-21-02_ARM64 Combined Full Validation
